Barrido en f -> f_inicial:1000, f_final:500000, step: 1000
Parametros -> N:32, Modo:1,	Fuente:1
Formato -> f,x,y,r,phi
369000.000000,12932003.738178,-34765387.418685,0.283004,-70.339704
369999.937500,12916676.739583,-34862794.283565,0.283660,-70.414180
370999.937500,12820626.590962,-34419010.133256,0.280230,-70.342695
371999.968750,12803015.811628,-34512476.424419,0.280852,-70.419165
372999.968750,12735306.356643,-34380108.335664,0.279725,-70.446426
374000.000000,12691585.417056,-34217736.862150,0.278448,-70.422244
374999.937500,12646353.112544,-34349581.192263,0.279272,-70.560400
375999.968750,12561437.835488,-34157206.019976,0.277671,-70.581216
376999.968750,12525527.423349,-34326546.810142,0.278790,-70.725716
378000.000000,12468889.743802,-33898646.532468,0.275575,-70.577437
378999.937500,12401029.263905,-33763249.014201,0.274427,-70.604433
379999.937500,12359851.146081,-33907857.418052,0.275355,-70.744954
380999.968750,12315056.059524,-33779419.688095,0.274318,-70.741926
382000.000000,12266435.752983,-33672426.986874,0.273424,-70.756367
382999.937500,12213962.657485,-33821609.089820,0.274357,-70.916290
383999.937500,12151085.238896,-33684814.442977,0.273213,-70.936572
384999.968750,12103874.324519,-33304545.657452,0.270362,-70.830551
385999.968750,12067084.939686,-33437278.580217,0.271219,-70.959360
387000.000000,11989341.596131,-33361346.056832,0.270473,-71.035893
387999.937500,11922241.966061,-33226056.975758,0.269328,-71.064120
388999.968750,11919403.469016,-33135101.936817,0.268668,-71.018484
389999.968750,11871031.007317,-33328278.237805,0.269931,-71.198097
391000.000000,11800155.878973,-33224496.743276,0.269004,-71.250009
391999.937500,11766105.425245,-33130100.454657,0.268238,-71.250814
392999.937500,11716048.534969,-32765884.577914,0.265492,-71.127778
393999.968750,11675471.653941,-32934678.220443,0.266602,-71.283618
394999.968750,11648528.239506,-32856376.881481,0.265970,-71.282356
396000.000000,11614220.904703,-32758474.897277,0.265178,-71.281732
396999.937500,11519026.648883,-32678921.698511,0.264364,-71.386139
397999.968750,11517867.824627,-32625424.028607,0.263976,-71.358496
398999.968750,11441533.890274,-32540205.692020,0.263169,-71.430940
400000.000000,11378531.466250,-32489896.378750,0.262648,-71.502090
400999.937500,11347189.766917,-32380618.911028,0.261782,-71.524551
401999.937500,11302643.844221,-32352471.971106,0.261467,-71.579275
402999.968750,11272574.711587,-32300169.649874,0.261015,-71.597927
403999.968750,11256484.728535,-32226373.939394,0.260443,-71.582611
404999.937500,11191370.486076,-32205676.101266,0.260130,-71.674447
405999.937500,11133973.769036,-32143341.958122,0.259537,-71.731305
406999.968750,11095273.241730,-32091016.905852,0.259064,-71.764113
407999.968750,11056510.298469,-32049944.596939,0.258671,-71.803345
409000.000000,11003892.358876,-31701020.883780,0.256024,-71.693983
409999.937500,10946207.692702,-31652290.430218,0.255528,-71.759875
410999.968750,10935364.002567,-31610134.671374,0.255197,-71.753828
411999.968750,10876984.243243,-31579494.606178,0.254831,-71.831289
413000.000000,10872381.752258,-31558085.200000,0.254665,-71.826791
413999.937500,10790922.623545,-31519950.073739,0.254188,-71.937883
414999.937500,10765338.857328,-31504175.695201,0.254011,-71.970746
415999.968750,10690555.641092,-31503867.529259,0.253825,-72.092453
416999.968750,10669007.897135,-31175318.089844,0.251399,-71.980631
418000.000000,10622654.483029,-31160951.804178,0.251181,-72.048863
418999.937500,10597021.962042,-31141745.032723,0.250979,-72.080328
419999.968750,10555701.532808,-31134079.644357,0.250823,-72.144202
420999.968750,10518412.842105,-31131464.151316,0.250713,-72.204314
422000.000000,10481106.631926,-31136688.337731,0.250659,-72.268870
422999.937500,10450467.562169,-31160850.173280,0.250760,-72.332931
423999.937500,10437756.458886,-31155411.567639,0.250689,-72.350931
