Barrido en f -> f_inicial:1000, f_final:500000, step: 1000
Parametros -> N:32, Modo:1,	Fuente:1
Formato -> f,x,y,r,phi
334000.000000,15053033.038622,-37414776.712944,0.307698,-68.085677
334999.937500,14963302.292147,-37343459.532984,0.306938,-68.166328
335999.937500,14923834.368697,-37305746.641807,0.306559,-68.198569
336999.968750,14878495.099052,-37251483.091675,0.306046,-68.229909
338000.000000,14809480.315011,-37223541.869979,0.305653,-68.306753
338999.937500,14737039.988347,-36933157.966102,0.303391,-68.249063
339999.937500,14639977.936306,-36667391.791932,0.301233,-68.236954
340999.968750,14570008.587859,-36630450.260916,0.300773,-68.311492
341999.968750,14528452.709402,-36612414.228632,0.300528,-68.357964
343000.000000,14447705.056806,-36606214.091104,0.300258,-68.463909
343999.937500,14384769.198925,-36594537.455914,0.299999,-68.542969
344999.968750,14320760.716595,-36345352.334052,0.298051,-68.496636
345999.968750,14255850.954595,-36356865.806486,0.297951,-68.591435
347000.000000,14181120.836226,-36367801.656182,0.297822,-68.699418
347999.937500,14121816.971739,-36075199.191304,0.295577,-68.623917
348999.937500,14036742.665213,-36139583.925845,0.295799,-68.775682
349999.968750,14018959.680525,-36134291.078775,0.295713,-68.797354
350999.968750,13951997.439693,-35915403.898026,0.293971,-68.772456
352000.000000,13873913.937294,-35863376.001100,0.293385,-68.852836
352999.937500,13807800.287762,-35719531.133407,0.292180,-68.867442
353999.968750,13749853.987832,-35726174.375000,0.292068,-68.951925
354999.968750,13704098.690344,-35768774.615982,0.292246,-69.038690
356000.000000,13640749.993326,-35536505.463849,0.290419,-69.002648
356999.937500,13535222.102679,-35573546.834821,0.290395,-69.170941
357999.937500,13477666.234899,-35386856.932886,0.288908,-69.151882
